text,label,vader_label,textblob_label,vader_score,textblob_score,source,title
governance security exclaimer reframe email risk cybersecurity awareness month boston oct globe newswire lead provider signature management solution today announce reminder organization treat seriousness threat digital infrastruc,positive,positive,neutral,0.1779,0.0,GlobeNewswire,"Governance, Not Just Security: Exclaimer Reframes Email Risk for Cybersecurity Awareness Month"
ice target chicago homeless community fed unhouse chicagoan september unhoused abduct federal agent number likely high social invisibility isolation face people experience homelessness disapp outside detention center broadview illinois credit paul goyette flickr cc agen,negative,negative,neutral,-0.3182,0.018666666666666665,Chicago Reader,ICE targets Chicago’s homeless community
chata name yale senior vice president operation geoffrey join university michigan serve executive chief financial nbsp officer maurie mcinnis announce today come succeed,positive,positive,neutral,0.6597,0.0,Yale.edu,Chatas named Yale’s senior vice president for operations
shelf drilling shareholder cash merger ade shallow water offshore service provider give green light saudi arabian company convene extraordinary general meeting review propose item agen mee,neutral,neutral,neutral,0.0,0.05,Biztoc.com,Shelf Drilling shareholders back cash merger with ADES
sangli woman hold rs lakh extortion bid time india,neutral,neutral,neutral,0.0,0.0,Times of India,Sangli woman held for Rs 2 lakh extortion bid - Times of India
meeting hold review propose airport kavalapur sangli dist time india,neutral,neutral,neutral,0.0,0.0,Times of India,Meeting held to review proposed airport at Kavalapur in Sangli dist - Times of India
sangli pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli : शेरीनाल्याचे पाणी कृष्णेत मिसळल्याने आरोग्य धोक्यात - Pudhari News
sangli news abp majha,neutral,neutral,neutral,0.0,0.0,ABP Majha,Sangli News: मिरजेत वर्चस्ववादातून अट्टल गुंडांनी तरुणाचा मुडदा पाडला सांगलीत नवऱ्यानं - ABP Majha
sangli news esakal,neutral,neutral,neutral,0.0,0.0,Esakal,Sangli News: ‘शहर काँग्रेसतर्फे कर्नाळ रस्ता डांबरीकरणासाठी ‘रास्ता रोको’; विविध संघटनांचा आंदोलनाला पाठिंबा.. - Esakal
sangli pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli : महापालिका हद्दीसह लगतचे 36 रस्ते होणार विकसित - Pudhari News
sangli msn,neutral,neutral,neutral,0.0,0.0,MSN,Sangli : खोदकामानंतरही गारपीर चौक रस्ता चिखलातच - MSN
sangli news pudhari,neutral,neutral,neutral,0.0,0.0,Pudhari News,"Sangli News: नदी प्रदूषणावरून 101 उद्योगांना नोटीस, अंतरिम आदेश - Pudhari News"
sangli crime pudhari news,negative,negative,neutral,-0.5423,0.0,Pudhari News,Sangli crime : सांगलीत व्यापार्‍याच्या घरातील जबरी चोरीचा डाव फसला - Pudhari News
sangli rain pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli rain : जिल्ह्याला पावसाने झोडपले - Pudhari News
sangli fraud case pudhari news,negative,negative,neutral,-0.5859,0.0,Pudhari News,Sangli fraud case: सांगलीतील दोघांना 7.79 लाखांचा गंडा - Pudhari News
sangli news pudhari,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli News: कोल्हापूर रस्त्याचे मार्किंग 35 मीटरने - Pudhari News
sangli pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli : शहरातील 42 रस्त्यांची दुरुस्ती ठेकेदारांच्या पैशातून - Pudhari News
sangli news pudhari,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli News: महामार्गालगतची शेती नापीक होण्याची भीती - Pudhari News
sangli rain pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli Rain: 291 गावांतील 96 हजार शेतकर्‍यांना फटका - Pudhari News
sangli news pudhari,neutral,neutral,neutral,0.0,0.0,Pudhari News,"Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर - Pudhari News"
sangli heavy rain pudhari news,neutral,neutral,negative,0.0,-0.2,Pudhari News,Sangli heavy rain : जतपूर्व भागात दिवसभर मुसळधार - Pudhari News
sangli crime pudhari news,negative,negative,neutral,-0.5423,0.0,Pudhari News,"Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा - Pudhari News"
sangli news tarunbharat com,neutral,neutral,neutral,0.0,0.0,tarunbharat.com,Sangli News : आता सांगली - मिरजेतील वीज ग्राहकांना अधिक दर्जेदार वीज सुविधा मिळणार - tarunbharat.com
sangli rainfall agrowon,neutral,neutral,neutral,0.0,0.0,Agrowon,Sangli Rainfall : सांगलीत जोर मंदावला - Agrowon
sangli pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli : तासगाव तालुक्यात पावसाचा हाहाकार - Pudhari News
sangli crime news esakal,negative,negative,neutral,-0.5423,0.0,Esakal,"Sangli Crime News : उच्चभ्रू वस्तीत चोरी करायला गेले अन् अंगभरून मार खाऊन आले, सांगलीत मध्यरात्री नेमकं काय घडलं? - Esakal"
sangli rain pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli rain : वाळवा तालुक्यात पावसाचे थैमान - Pudhari News
sangli pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,"Sangli : युवकाच्या मृत्यूप्रकरणी शाळेच्या संस्थापिका, ‘महावितरण’विरोधात गुन्हा - Pudhari News"
sangli municipal corporation pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli municipal corporation: पाणीपट्टी थकबाकीदारांना 2.10 कोटींचे ‘अभय’ - Pudhari News
sangli rain pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli rain : कवठेमहांकाळ तालुक्याला पावसाने झोडपले - Pudhari News
sangli accident pudhari news,negative,negative,neutral,-0.4767,0.0,Pudhari News,Sangli Accident: दूध टँकर पलटी होऊन दोघे तरुण ठार - Pudhari News
sangli crime pudhari news,negative,negative,neutral,-0.5423,0.0,Pudhari News,Sangli crime : अनैतिक संबंधाच्या संशयावरून पत्नीचा गळा चिरून निर्घृण खून - Pudhari News
weather alert sangli esakal,positive,positive,neutral,0.296,0.0,Esakal,"Weather Alert Sangli : सावधान! कोयना, वारणेतून विसर्ग वाढला, सांगलीत आणखी पावसाची शक्यता - Esakal"
sangli news tarunbharat com,neutral,neutral,neutral,0.0,0.0,tarunbharat.com,Sangli News : तुळजाभवानी यात्रेसाठी सांगलीच्या 65 बसेस रवाना ! - tarunbharat.com
sangli pudhari news,neutral,neutral,neutral,0.0,0.0,Pudhari News,Sangli : कृष्णा खोरे कार्यालयावर बुधवारी मोर्चा - Pudhari News
sangli crime msn,negative,negative,neutral,-0.5423,0.0,MSN,"Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा - MSN"
cm ask official ensure well civic service deccan chronicle,positive,positive,neutral,0.5719,0.0,Deccan Chronicle,CM Asks Officials To Ensure Better Civic Services - Deccan Chronicle
psi annual report public service international,neutral,neutral,neutral,0.0,0.0,Public Services International,PSI Annual Report 2023 - Public Services International
pmc launch online portal offer civic service fingertip pune mirror,neutral,neutral,neutral,0.0,0.0,Pune Mirror,PMC Launches Online Portal Offering 97 Civic Services at Your Fingertips - Pune Mirror
sierra leone turn ai modernize public service tech,neutral,neutral,neutral,0.0,0.0,We are Tech,Sierra Leone Turns to AI to Modernize Public Services - We are Tech
public satisfaction cornerstone effective governance naidu new indian express,positive,positive,positive,0.7184,0.24545454545454545,The New Indian Express,Public satisfaction is cornerstone of effective governance: Naidu - The New Indian Express
architect viksit bharat bjp leader hail pm modi year public service ian live,positive,positive,neutral,0.0772,0.06818181818181818,IANS LIVE,‘Architect of Viksit Bharat’: BJP leaders hail PM Modi’s 25 years of public service - IANS LIVE
youth survey shape future public service profession leadingsdg education unesco org,neutral,neutral,neutral,0.0,0.0,unesco.org,Youth survey: Shaping the future of public service professions | #LeadingSDG4 | Education2030 - unesco.org
pm modi mark year public service thank citizen trust telangana today,positive,positive,neutral,0.7003,0.0,Telangana Today,"PM Modi marks 25 years in public service, thanks citizens for their trust - Telangana Today"
saudi arabia riyadh streamline city service swap municipal office regional zone time india,neutral,neutral,neutral,0.0,0.0,Times of India,"Saudi Arabia: Riyadh streamlines city services, swaps 16 municipal offices for 5 regional zones - Times of India"
effective public service admn priority gs shekhawat india,positive,positive,positive,0.4767,0.3,First India,Effective public service must be admn’s priority: GS Shekhawat - First India
india speed paradox fast delivery slow justice public service deccan herald,positive,positive,neutral,0.4588,-0.03333333333333335,Deccan Herald,"India’s Speed Paradox: Fast Deliveries, Slow Justice and Public Services - Deccan Herald"
morocco protest enter fifth night anger public service turn deadly explain point indian express,negative,negative,negative,-0.6908,-0.3,The Indian Express,Morocco protests enter fifth night as anger over public services turns deadly | Explained in 5 points - The Indian Express
harness power ai public service ukauthority,neutral,neutral,neutral,0.0,0.0,UKAuthority,Harnessing the power of AI for public services - UKAuthority
united nations public service day award welcome,positive,positive,positive,0.8519,0.4,Welcome to the United Nations,United Nations Public Service Day and Awards - Welcome to the United Nations
pune pmc launch upgrade online service portal maharashtra deliver certify document free press journal,positive,positive,positive,0.5106,0.4,Free Press Journal,Pune: PMC Launches Upgraded Online Service Portal; First In Maharashtra To Deliver Certified Documents Via - Free Press Journal
gratitude pm modi mark th year public service pledge improve life republic world,positive,positive,neutral,0.7351,0.0,Republic World,"'My Gratitude': PM Modi Marks 25th Year in Public Service, Pledges to Improve Lives - Republic World"
public service commission inaugurate day administrative workshop hipa shimla central tibetan administration,neutral,neutral,neutral,0.0,0.0,Central Tibetan Administration,"Public Service Commission Inaugurates 10-Day Administrative Workshop at HIPA, Shimla - Central Tibetan Administration"
puja filthy trail waste surge plastic overload stretch civic service telegraph india,negative,negative,negative,-0.6486,-0.5,Telegraph India,"After Puja, a filthy trail; waste surge, plastic overload stretch civic services - Telegraph India"
bhubaneswar smart city limit restore defunct digital kiosk enhanced public service time india,positive,positive,neutral,0.5994,0.07142857142857142,Times of India,Bhubaneswar Smart City Limited to restore defunct digital kiosks for enhanced public services - Times of India
jharkhand public service commission extend jet application deadline october time india,positive,positive,neutral,0.1779,0.0,Times of India,Jharkhand Public Service Commission Extends JET Application Deadline to October 30 - Times of India
chandigarh mc set project management unit improve civic service tribune india,positive,positive,neutral,0.4404,0.0,Tribune India,Chandigarh MC to set up project management unit for improving civic services - Tribune India
vk malhotra selfless archer sight public service economic time,neutral,neutral,neutral,0.0,0.1,The Economic Times,VK Malhotra: A selfless archer with his sight on public service - The Economic Times
vk malhotra lifetime devote nation ideology public service business standard,positive,positive,neutral,0.34,0.0,Business Standard,"VK Malhotra: A lifetime devoted to nation, ideology and public service - Business Standard"
government strengthen public trust improve efficiency citizen engagement access service oecd,positive,positive,neutral,0.9186,0.0,OECD,"Governments should strengthen public trust by improving efficiency, citizen engagement and access to public services - OECD"
bengaluru civic work leave arterial road batter indiranagar deccan herald,negative,negative,neutral,-0.0516,0.0,Deccan Herald,Bengaluru: Civic works leave arterial roads battered in Indiranagar - Deccan Herald
pilot future public service tampere take strategic approach ai capgemini,neutral,neutral,neutral,0.0,0.0,Capgemini,Piloting the future of public services – Tampere takes a strategic approach to AI - Capgemini
public service available whatsapp august say chandrababu naidu hindu,neutral,neutral,positive,0.0,0.2,The Hindu,"700 public services will be available on WhatsApp from August 15, says Chandrababu Naidu - The Hindu"
rush civic work jubilee hills election backfire resident fume inordinate delay telangana today,negative,negative,neutral,-0.5423,0.0,Telangana Today,"Rush to take up civic works before Jubilee Hills by-elections backfires, as residents fume over inordinate delays - Telangana Today"
egovernment benchmark digitalization public service eu accelerate cybersecurity cross border challenge remain capgemini,positive,positive,neutral,0.0772,0.0,Capgemini,"eGovernment Benchmark 2025: Digitalization of public services in the EU accelerates, but cybersecurity and cross-border challenges remain - Capgemini"
public service award honor initiative country advance sdg progress welcome united nations,positive,positive,positive,0.936,0.4,Welcome to the United Nations,Public service awards honor initiatives in 11 countries that are advancing SDG progress - Welcome to the United Nations
regional roundtable digital public service small medium sized enterprise escap,neutral,neutral,neutral,0.0,-0.08333333333333333,ESCAP,Regional Roundtable on Digital Public Services for Small and Medium-sized Enterprises - ESCAP
trustee governance service xps group,positive,positive,neutral,0.25,0.0,XPS Group,Trustee and governance services - XPS Group
odisha public service commission issue opsc ocs prelim hall ticket link download telegraph india,neutral,neutral,neutral,0.0,0.0,Telegraph India,Odisha Public Service Commission Issues OPSC OCS Prelims Hall Ticket 2025- Link to Download Here - Telegraph India
india launch ai competency framework transform public service unesco org,neutral,neutral,neutral,0.0,0.0,unesco.org,India Launches AI Competency Framework to Transform Public Service - unesco.org
public health service crisis threaten institution center british culture nbc news,negative,negative,neutral,-0.7717,-0.03333333333333333,NBC News,"U.K.'s public health service is in crisis, threatening an institution at the center of British culture - NBC News"
home ministry circular operate public service district disaster risk rise nepal,negative,negative,neutral,-0.7351,0.0,The Rising Nepal,Home Ministry's circular to operate public services in districts with no disaster risk - The Rising Nepal
upsc change stance agree publish cse provisional answer key prelim indian express,positive,positive,neutral,0.3612,0.0,The Indian Express,"UPSC changes stance, agrees to publish CSE provisional answer key after prelims - The Indian Express"
accelerate public service delivery sustainable future welcome united nations,positive,positive,positive,0.7003,0.26666666666666666,Welcome to the United Nations,Accelerating public service delivery for a sustainable future - Welcome to the United Nations
hong kong issue second black rainstorm warning week public service disrupt newsonair,negative,negative,neutral,-0.34,-0.05555555555555555,Newsonair,Hong Kong Issues Second Black Rainstorm Warning This Week; Public Services Disrupted - Newsonair
public service unit restructuring meet practical requirement pm vov,neutral,neutral,neutral,0.0,0.0,VOV,Public service unit restructuring must meet practical requirements: PM - VOV
uttar pradesh public service commission issue uppsc acf rfo admit card detail telegraph india,positive,positive,neutral,0.2023,0.0,Telegraph India,Uttar Pradesh Public Service Commission Issues UPPSC ACF/RFO Admit Card 2025- Details Here - Telegraph India
citizen expectation public service systematic literature review nature,neutral,neutral,neutral,0.0,0.0,Nature,Citizens’ expectations about public services: a systematic literature review - Nature
innovation focus public service worker safety idaho transportation department gov,positive,positive,neutral,0.6597,0.0,Idaho Transportation Department (.gov),"ITD’s top innovations focus on public service, worker safety - Idaho Transportation Department (.gov)"
asu student receive prestigious obama foundation scholarship public service news,neutral,neutral,neutral,0.0,0.0,ASU News,ASU student receives prestigious Obama Foundation scholarship for public service - ASU News
robust policy well public service africa country institutional assessment cpia report chart world bank,positive,positive,neutral,0.5423,0.0,World Bank,Robust Policies for Better Public Services in Africa: The 2025 Country Policy and Institutional Assessment (CPIA) Report in 6 Charts - World Bank
application un public service award open april welcome united nations,positive,positive,positive,0.8519,0.26666666666666666,Welcome to the United Nations,Applications for the 2026 UN Public Service Awards are open until 15 April - Welcome to the United Nations
plea implement right public service act dispose hindu,neutral,neutral,positive,0.0,0.14285714285714285,The Hindu,Plea to implement Right to Public Services Act disposed of - The Hindu
strong collaboration policy innovation key asean future ready public service psd dg edge malaysia,positive,positive,positive,0.8126,0.12666666666666665,The Edge Malaysia,"Stronger collaboration, policy innovation key to Asean’s future-ready public service — PSD DG - The Edge Malaysia"
podcast episode ai machine learn public sector executive,neutral,neutral,neutral,0.0,0.0,Public Sector Executive,Podcast Episode 73 – AI & Machine Learning - Public Sector Executive
taj public service welfare trust humanitarian aid ihcl tata indian hotels company limit limited,positive,positive,neutral,0.34,-0.03571428571428571,The Indian Hotels Company Limited (IHCL),Taj Public Service Welfare Trust – Humanitarian Aid by IHCL Tata - The Indian Hotels Company Limited (IHCL)
global traffic management system market trend growth driver future outlook meticulous research openpr com,positive,positive,neutral,0.3818,0.0,openPR.com,"Global Traffic Management Systems Market: Trends, Growth Drivers, and Future Outlook | Meticulous Research® - openPR.com"
integrate road network operation plan real time traffic management conceptual framework sciencedirect com,neutral,neutral,positive,0.0,0.2,ScienceDirect.com,Integrating road network operations planning into real-time traffic management: A conceptual framework - ScienceDirect.com
vizag come ai base integrate traffic management system time india,neutral,neutral,negative,0.0,-0.8,Times of India,Vizag to come under AI-based integrated traffic management system - Times of India
airspace management thale group,neutral,neutral,neutral,0.0,0.0,Thales Group,Airspace Management - Thales Group
jalandhar get smart traffic management system hindustan times time,positive,positive,positive,0.4019,0.21428571428571427,Hindustan Times,Jalandhar gets smart traffic management system | Hindustan Times - Hindustan Times
gvmc launch ai base project sarthi smart traffic management visakhapatnam hindu,positive,positive,negative,0.4019,-0.29285714285714287,The Hindu,GVMC launches AI-based ‘Project SARTHI’ for smart traffic management in Visakhapatnam - The Hindu
pdf design implementation ml iot base adaptive traffic management system smart city researchgate net,positive,positive,negative,0.4019,-0.19523809523809524,researchgate.net,(PDF) Design and Implementation of an ML and IoT Based Adaptive Traffic-Management System for Smart Cities - researchgate.net
revolutionise traffic management road safety ai power intelligent system itms kpmg,positive,positive,positive,0.7003,0.8,KPMG,Revolutionising traffic management and road safety with AI-powered intelligent traffic management system (ITMS) - KPMG
railway management system market grow cagr drive urbanization smart transit investment openpr com,positive,positive,positive,0.4019,0.21428571428571427,openPR.com,Railway Management System Market to Grow at 6% CAGR Driven by Urbanization and Smart Transit Investments - openPR.com
india launch ai power traffic management system studyiq ias,neutral,neutral,neutral,0.0,0.0,StudyIQ IAS,India Launched AI-Powered Traffic Management System - StudyIQ IAS
traffic management market worth billion marketsandmarket,positive,positive,positive,0.2263,0.3,MarketsandMarkets,Traffic Management Market worth $75.74 billion by 2029 - MarketsandMarkets
maharashtra advanced surveillance traffic management project launch pune newsonair,positive,positive,positive,0.25,0.4,Newsonair,Maharashtra: Advanced Surveillance and Traffic Management Projects Launched in Pune - Newsonair
intelligent rail network smart traffic management system efficient train operation metro news,positive,positive,positive,0.8176,0.5071428571428571,Metro Rail News,The Intelligent Rail Network: Smart Traffic Management System For Efficient Train Operations - Metro Rail News
india launch ai power advanced traffic management system delhi analytic magazine,positive,positive,positive,0.25,0.4,Analytics India Magazine,India Launches AI-Powered Advanced Traffic Management System in Delhi - Analytics India Magazine
alstom deliver traffic management system new zealand operational service,neutral,neutral,positive,0.0,0.13636363636363635,Alstom,Alstom delivers traffic management system for New Zealand into operational service - Alstom
proposal real time traffic management remain limbo kozhikode rely outdated signal hindu,neutral,neutral,negative,0.0,-0.10000000000000003,The Hindu,Proposals for real-time traffic management remain in limbo as Kozhikode still relies on outdated signals - The Hindu
bhubaneswar enhance traffic management ai base smart adaptive signal system junctio time india,positive,positive,negative,0.4019,-0.29285714285714287,Times of India,Bhubaneswar enhances traffic management with AI-based smart adaptive signalling system at 25 more junctio - Times of India
state implement cctv base traffic management system curb accident highway hindustan time,negative,negative,negative,-0.4767,-0.8,Hindustan Times,State to implement CCTV-based traffic management system to curb accidents on highways - Hindustan Times
ai drive innovation soon streamline traffic management system vizag hindu,positive,positive,neutral,0.3818,0.0,The Hindu,AI-driven innovations to soon streamline traffic management system in Vizag - The Hindu
msrdc start set intelligent traffic management system samruddhi mahamarg time india,positive,positive,positive,0.4588,0.8,Times of India,MSRDC starts setting up intelligent traffic management system on Samruddhi Mahamarg - Times of India
india ai power traffic management system unveil delhi dwarka expressway elet technomedia,neutral,neutral,neutral,0.0,0.0,Elets Technomedia,India’s First AI-Powered Traffic Management System Unveiled on Delhi’s Dwarka Expressway - Elets Technomedia
smart city mission achievement pib,positive,positive,positive,0.4019,0.21428571428571427,PIB,Smart Cities Mission Achievements - PIB
indra modernise air traffic management indonesia late technology strengthen position asia pacific atm business,positive,positive,negative,0.3182,-0.3,Indra,Indra modernises Air Traffic Management in Indonesia with latest technology and strengthens its position in the Asia-Pacific ATM business | indra - Indra
nhai implement nation advanced traffic management system nh dwarka expressway acko drive,positive,positive,positive,0.6369,0.4,ACKO Drive,NHAI Implements Nation’s First Advanced Traffic Management System on NH-48 and Dwarka Expressway - ACKO Drive
maharashtra state road development corporation start work set intelligent traffic management syste time india,positive,positive,positive,0.4588,0.8,Times of India,Maharashtra State Road Development Corporation starts work to set up intelligent traffic management syste - Times of India
thale boost air traffic management system serbia montenegro service smatsa group,positive,positive,neutral,0.4019,0.0,Thales Group,Thales boosts Air Traffic Management System for Serbia and Montenegro Air Traffic Services SMATSA - Thales Group
ai indian traffic management transform urban mobility challenge indiaai,positive,positive,neutral,0.0772,0.0,IndiaAI,AI in Indian traffic management: Transforming urban mobility challenges - IndiaAI
smart traffic management system reduce emission significantly sustainability online,positive,positive,positive,0.4019,0.29464285714285715,Sustainability Online,Smart traffic management systems could reduce emissions significantly - Sustainability Online
terra drone group company unifly conduct demonstration integrate management vertiport advanced air mobility aam,positive,positive,positive,0.34,0.4,Terra Drone株式会社,Terra Drone’s Group Company Unifly Conducts Demonstration for Integrated Management for Vertiports for Advanced Air Mobility (AAM) - Terra Drone株式会社
generation digital highway delhi dwarka expressway get india ai power smart traffic sy time,positive,positive,positive,0.4019,0.10714285714285714,Times of India,Next-generation digital highway: Delhi's Dwarka Expressway gets India’s first AI-powered smart traffic sy - Times of India
maruti suzuki gurugram authority join hand implement traffic management system ndtv,positive,positive,neutral,0.6908,0.0,NDTV,"Maruti Suzuki, Gurugram Authorities Join Hands To Implement Traffic Management System - NDTV"
efficient traffic management adaptive sdn vehicular network scientific report nature,positive,positive,neutral,0.4215,0.0,Nature,Efficient traffic management with adaptive SDN in vehicular networks - Scientific Reports - Nature
maruti suzuki partner gurugram authority traffic management system autocar pro,positive,positive,neutral,0.0772,0.0,AutoCar Pro,Maruti Suzuki Partners with Gurugram Authorities for Traffic Management System - AutoCar Pro
india launch ai base advanced traffic management system dwarka expressway apac news network,positive,positive,negative,0.25,-0.2,APAC News Network,India Launches First AI-Based Advanced Traffic Management System on Dwarka Expressway - APAC News Network
intelligent traffic management system enhance motorway safety austria groupe spie,positive,positive,positive,0.7003,0.8,groupe SPIE,Intelligent traffic management system enhances motorway safety in Austria - groupe SPIE
smart street california ai iot reinvent traffic,positive,positive,positive,0.4019,0.21428571428571427,IoT For All,Smarter Streets: How California Is Using AI and IoT to Reinvent Traffic - IoT For All
machine learn framework sustainable traffic management safety alkharj city sciencedirect com,positive,positive,neutral,0.4215,0.0,ScienceDirect.com,Machine learning framework for sustainable traffic management and safety in AlKharj city - ScienceDirect.com
ashoka buildcon win crore traffic management project maharashtra india infoline,positive,positive,positive,0.5859,0.8,India Infoline,"Ashoka Buildcon Wins ₹1,387 Crore Traffic Management Project in Maharashtra - India Infoline"
pact ink smart traffic management system odisha sambalpur new indian express,positive,positive,positive,0.4019,0.17532467532467533,The New Indian Express,Pact inked for smart traffic management system in Odisha's Sambalpur - The New Indian Express
intelligent traffic management system market outlook report globenewswire,positive,positive,positive,0.4588,0.8,GlobeNewswire,Intelligent Traffic Management System Market Outlook Report - GlobeNewswire
unified adaptive traffic management system vizag soon time india,positive,positive,neutral,0.3818,0.0,Times of India,Unified and adaptive traffic management system in Vizag soon - Times of India
nit rourkela develop ai base management solution mixed traffic system hindu,positive,positive,negative,0.3182,-0.4,The Hindu,NIT Rourkela develops AI-based management solution for mixed traffic systems - The Hindu
flow lab florida dot district launch industry ai power real time traffic management platform highway news,neutral,neutral,positive,0.0,0.2,Highways News,Flow Labs and Florida DOT District Five launch industry-first AI-powered real-time traffic management platform - Highways News
ai quietly reshape bengaluru police power traffic management drone surveillance hindustan time,neutral,neutral,neutral,0.0,0.0,Hindustan Times,How AI is quietly reshaping Bengaluru police: From AI-powered traffic management to drone surveillance - Hindustan Times
ai drive smart ambulance traffic management system urban environment asian hospital healthcare,positive,positive,neutral,0.4019,0.07142857142857142,Asian Hospital & Healthcare Management,AI-Driven Smart Ambulance Traffic Management System for Urban Environments - Asian Hospital & Healthcare Management
chaos rule integrate traffic management system guwahati fall short plus,negative,negative,neutral,-0.5719,0.0,Guwahati Plus,Chaos Rules as Integrated Traffic Management System in Guwahati Falls Short - Guwahati Plus
delhi dwarka expressway home india ai traffic management system oneindia,neutral,neutral,neutral,0.0,0.0,Oneindia,Delhi's Dwarka Expressway Now Home To India's First AI Traffic Management System - Oneindia
vehicle information management system crucial safe clean road world bank blog,positive,positive,positive,0.6808,0.2888888888888889,World Bank Blogs,"Why Vehicle Information Management Systems Are Crucial for Safer, Cleaner Roads - World Bank Blogs"
intelligent transportation system global market forecast report opportunity arise grow public private partnership press need smart mobility solution researchandmarket com financialcontent,positive,positive,positive,0.8689,0.20285714285714285,FinancialContent,"Intelligent Transportation System Global Market Forecast Report 2025-2030: Opportunities Arise from Growing Public-Private Partnerships, and Pressing Need for Smart Mobility Solutions - ResearchAndMarkets.com - FinancialContent"
ai drive traffic management system boost safety dwarka expressway tribune india,positive,positive,neutral,0.6705,0.0,Tribune India,AI-driven traffic management system to boost safety on Dwarka Expressway - Tribune India
maharashtra govt transfer smart city project nagpur municipal corporation et infra,positive,positive,positive,0.4019,0.21428571428571427,ET Infra,Maharashtra govt transfers smart city projects to Nagpur Municipal Corporation - ET Infra
pcmc showcase inclusive urban planning civic official maharashtra indian express,neutral,neutral,neutral,0.0,0.0,The Indian Express,"PCMC showcases inclusive urban planning to civic officials from UP, Maharashtra - The Indian Express"
maharashtra nagpur crore flyover cut house balcony spark urban planning debate logical indian,negative,negative,positive,-0.0516,0.125,The Logical Indian,"Maharashtra: Nagpur's ₹998-Crore Flyover Cuts Through House Balcony, Sparks Urban Planning Debate - The Logical Indian"
india build future smart infrastructure ai urban innovation elet technomedia,positive,positive,neutral,0.6486,0.07142857142857142,Elets Technomedia,"How India is Building the Future: Smart Infrastructure, AI, and Urban Innovation - Elets Technomedia"
centre shelf crore greenfield city mega scheme late news india hindustan times,neutral,neutral,negative,0.0,-0.3,Hindustan Times,"Centre shelves ₹8,000-crore greenfield cities mega scheme | Latest News India - Hindustan Times"
smart city india impact state development adda,positive,positive,positive,0.4019,0.21428571428571427,Adda247,Top Smart Cities in India and Their Impact on State Development (2025) - Adda247
maharashtra deputy cm ajit pawar highlight urban planning challenge amid rise urbanisation ani news,positive,positive,neutral,0.4019,0.0,ANI News,Maharashtra Deputy CM Ajit Pawar highlights urban planning challenges amid rising urbanisation - ANI News
naina city project maharashtra new smart urban hub near navi mumbai airport know rd free press journal,positive,positive,positive,0.7184,0.17012987012987013,Free Press Journal,"NAINA City Project: All About Maharashtras New Smart Urban Hub Near Navi Mumbai Airport, To Be Known As 3rd - Free Press Journal"
maharashtra set unify metropolitan transport authority plan regulate urban mobility scheme indian express,positive,positive,neutral,0.0772,0.0,The Indian Express,"Maharashtra to set up Unified Metropolitan Transport Authority to plan, regulate urban mobility schemes - The Indian Express"
principal secretary urban development department visit nmc smart city nagpur today,positive,positive,positive,0.4019,0.10714285714285714,Nagpur Today,Principal Secretary of Urban Development Department visited NMC and Smart City - Nagpur Today
acre innovation hub navi mumbai newsband,positive,positive,neutral,0.3818,0.0,Newsband,300-acre innovation hub in Navi Mumbai - Newsband
maharashtra planning acre innovation city navi mumbai cm devendra fadnavis et infra,positive,positive,neutral,0.3818,0.0,ET Infra,Maharashtra planning 300 acre innovation city in Navi Mumbai: CM Devendra Fadnavis - ET Infra
centre incubate new smart city scheme etv bharat,positive,positive,positive,0.4019,0.17532467532467533,ETV Bharat,Centre To Incubate 8 New Smart Cities Under New Cities Scheme - ETV Bharat
ajit pawar raise concern overcrowd illegal migration maharashtra city hindustan times time,negative,negative,negative,-0.5574,-0.5,Hindustan Times,"Ajit Pawar raises concerns over overcrowding, illegal migration in Maharashtra’s cities | Hindustan Times - Hindustan Times"
japanese delegation review thane smart city project explore tech collaboration et infra,positive,positive,positive,0.4019,0.10714285714285714,ET Infra,"Japanese delegation reviews Thane’s smart city projects, explores tech collaboration - ET Infra"
maharashtra unveil policy promote iconic building mumbai indian express,positive,positive,positive,0.3818,0.5,The Indian Express,Maharashtra unveils policy to promote iconic buildings in Mumbai - The Indian Express
plan hold pmc pcmc election diwali vvpat machine stay state poll chief dinesh waghmare indian express planning,neutral,neutral,neutral,0.0,0.0,The Indian Express,"Planning to hold PMC, PCMC elections after Diwali, VVPAT machines to stay off: state poll chief Dinesh Waghmare - The Indian Express"
