text,processed_text,source,vader_label,vader_score,textblob_label,textblob_score,label,timestamp
"Sangli News: नदी प्रदूषणावरून 101 उद्योगांना नोटीस, अंतरिम आदेश - Pudhari News Sangli News: नदी प्रदूषणावरून 101 उद्योगांना नोटीस, अंतरिम आदेश  Pudhari News Sangli News: नदी प्रदूषणावरून 101 उद्योगांना नोटीस, अंतरिम आदेश  Pudhari News",sangli news pudhari,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli crime : सांगलीत व्यापार्‍याच्या घरातील जबरी चोरीचा डाव फसला - Pudhari News Sangli crime : सांगलीत व्यापार्‍याच्या घरातील जबरी चोरीचा डाव फसला  Pudhari News Sangli crime : सांगलीत व्यापार्‍याच्या घरातील जबरी चोरीचा डाव फसला  Pudhari News,sangli crime pudhari news,local_news,negative,-0.8885,neutral,0.0,negative,2025-11-26 14:42:25.604584
Sangli rain : जिल्ह्याला पावसाने झोडपले - Pudhari News Sangli rain : जिल्ह्याला पावसाने झोडपले  Pudhari News Sangli rain : जिल्ह्याला पावसाने झोडपले  Pudhari News,sangli rain pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli fraud case: सांगलीतील दोघांना 7.79 लाखांचा गंडा - Pudhari News Sangli fraud case: सांगलीतील दोघांना 7.79 लाखांचा गंडा  Pudhari News Sangli fraud case: सांगलीतील दोघांना 7.79 लाखांचा गंडा  Pudhari News,sangli fraud case pudhari news,local_news,negative,-0.9081,neutral,0.0,negative,2025-11-26 14:42:25.604584
Sangli News: कोल्हापूर रस्त्याचे मार्किंग 35 मीटरने - Pudhari News Sangli News: कोल्हापूर रस्त्याचे मार्किंग 35 मीटरने  Pudhari News Sangli News: कोल्हापूर रस्त्याचे मार्किंग 35 मीटरने  Pudhari News,sangli news pudhari,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli : शहरातील 42 रस्त्यांची दुरुस्ती ठेकेदारांच्या पैशातून - Pudhari News Sangli : शहरातील 42 रस्त्यांची दुरुस्ती ठेकेदारांच्या पैशातून  Pudhari News Sangli : शहरातील 42 रस्त्यांची दुरुस्ती ठेकेदारांच्या पैशातून  Pudhari News,sangli pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli News: महामार्गालगतची शेती नापीक होण्याची भीती - Pudhari News Sangli News: महामार्गालगतची शेती नापीक होण्याची भीती  Pudhari News Sangli News: महामार्गालगतची शेती नापीक होण्याची भीती  Pudhari News,sangli news pudhari,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Rain: 291 गावांतील 96 हजार शेतकर्‍यांना फटका - Pudhari News Sangli Rain: 291 गावांतील 96 हजार शेतकर्‍यांना फटका  Pudhari News Sangli Rain: 291 गावांतील 96 हजार शेतकर्‍यांना फटका  Pudhari News,sangli rain pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर - Pudhari News Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर  Pudhari News Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर  Pudhari News",sangli news वर pudhari,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli heavy rain : जतपूर्व भागात दिवसभर मुसळधार - Pudhari News Sangli heavy rain : जतपूर्व भागात दिवसभर मुसळधार  Pudhari News Sangli heavy rain : जतपूर्व भागात दिवसभर मुसळधार  Pudhari News,sangli heavy rain pudhari news,local_news,neutral,0.0,negative,-0.20000000000000004,neutral,2025-11-26 14:42:25.604584
"Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा - Pudhari News Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा  Pudhari News Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा  Pudhari News",sangli crime pudhari news,local_news,negative,-0.8885,neutral,0.0,negative,2025-11-26 14:42:25.604584
Sangli News : आता सांगली - मिरजेतील वीज ग्राहकांना अधिक दर्जेदार वीज सुविधा मिळणार - tarunbharat.com Sangli News : आता सांगली - मिरजेतील वीज ग्राहकांना अधिक दर्जेदार वीज सुविधा मिळणार  tarunbharat.com Sangli News : आता सांगली - मिरजेतील वीज ग्राहकांना अधिक दर्जेदार वीज सुविधा मिळणार  tarunbharat.com,sangli news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Rainfall : सांगलीत जोर मंदावला - Agrowon Sangli Rainfall : सांगलीत जोर मंदावला  Agrowon Sangli Rainfall : सांगलीत जोर मंदावला  Agrowon,sangli rainfall agrowon,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli : तासगाव तालुक्यात पावसाचा हाहाकार - Pudhari News Sangli : तासगाव तालुक्यात पावसाचा हाहाकार  Pudhari News Sangli : तासगाव तालुक्यात पावसाचा हाहाकार  Pudhari News,sangli pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli Crime News : उच्चभ्रू वस्तीत चोरी करायला गेले अन् अंगभरून मार खाऊन आले, सांगलीत मध्यरात्री नेमकं काय घडलं? - Esakal Sangli Crime News : उच्चभ्रू वस्तीत चोरी करायला गेले अन् अंगभरून मार खाऊन आले, सांगलीत मध्यरात्री नेमकं काय घडलं?  Esakal Sangli Crime News : उच्चभ्रू वस्तीत चोरी करायला गेले अन् अंगभरून मार खाऊन आले, सांगलीत मध्यरात्री नेमकं काय घडलं?  Esakal",sangli crime news esakal,local_news,negative,-0.9009,neutral,0.0,negative,2025-11-26 14:42:25.604584
Sangli rain : वाळवा तालुक्यात पावसाचे थैमान - Pudhari News Sangli rain : वाळवा तालुक्यात पावसाचे थैमान  Pudhari News Sangli rain : वाळवा तालुक्यात पावसाचे थैमान  Pudhari News,sangli rain pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli : युवकाच्या मृत्यूप्रकरणी शाळेच्या संस्थापिका, ‘महावितरण’विरोधात गुन्हा - Pudhari News Sangli : युवकाच्या मृत्यूप्रकरणी शाळेच्या संस्थापिका, ‘महावितरण’विरोधात गुन्हा  Pudhari News Sangli : युवकाच्या मृत्यूप्रकरणी शाळेच्या संस्थापिका, ‘महावितरण’विरोधात गुन्हा  Pudhari News",sangli pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli municipal corporation: पाणीपट्टी थकबाकीदारांना 2.10 कोटींचे ‘अभय’ - Pudhari News Sangli municipal corporation: पाणीपट्टी थकबाकीदारांना 2.10 कोटींचे ‘अभय’  Pudhari News Sangli municipal corporation: पाणीपट्टी थकबाकीदारांना 2.10 कोटींचे ‘अभय’  Pudhari News,sangli municipal corporation अभय pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli rain : कवठेमहांकाळ तालुक्याला पावसाने झोडपले - Pudhari News Sangli rain : कवठेमहांकाळ तालुक्याला पावसाने झोडपले  Pudhari News Sangli rain : कवठेमहांकाळ तालुक्याला पावसाने झोडपले  Pudhari News,sangli rain pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli Accident: दूध टँकर पलटी होऊन दोघे तरुण ठार - Pudhari News Sangli Accident: दूध टँकर पलटी होऊन दोघे तरुण ठार  Pudhari News Sangli Accident: दूध टँकर पलटी होऊन दोघे तरुण ठार  Pudhari News,sangli accident pudhari news,local_news,negative,-0.8519,neutral,0.0,negative,2025-11-26 14:42:25.604584
Sangli crime : अनैतिक संबंधाच्या संशयावरून पत्नीचा गळा चिरून निर्घृण खून - Pudhari News Sangli crime : अनैतिक संबंधाच्या संशयावरून पत्नीचा गळा चिरून निर्घृण खून  Pudhari News Sangli crime : अनैतिक संबंधाच्या संशयावरून पत्नीचा गळा चिरून निर्घृण खून  Pudhari News,sangli crime pudhari news,local_news,negative,-0.8885,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Weather Alert Sangli : सावधान! कोयना, वारणेतून विसर्ग वाढला, सांगलीत आणखी पावसाची शक्यता - Esakal Weather Alert Sangli : सावधान! कोयना, वारणेतून विसर्ग वाढला, सांगलीत आणखी पावसाची शक्यता  Esakal Weather Alert Sangli : सावधान! कोयना, वारणेतून विसर्ग वाढला, सांगलीत आणखी पावसाची शक्यता  Esakal",weather alert sangli esakal,local_news,positive,0.7562,neutral,0.0,positive,2025-11-26 14:42:25.604584
Sangli News : तुळजाभवानी यात्रेसाठी सांगलीच्या 65 बसेस रवाना ! - tarunbharat.com Sangli News : तुळजाभवानी यात्रेसाठी सांगलीच्या 65 बसेस रवाना !  tarunbharat.com Sangli News : तुळजाभवानी यात्रेसाठी सांगलीच्या 65 बसेस रवाना !  tarunbharat.com,sangli news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli : कृष्णा खोरे कार्यालयावर बुधवारी मोर्चा - Pudhari News Sangli : कृष्णा खोरे कार्यालयावर बुधवारी मोर्चा  Pudhari News Sangli : कृष्णा खोरे कार्यालयावर बुधवारी मोर्चा  Pudhari News,sangli pudhari news,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा - MSN Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा  MSN Sangli Crime: सांगलीसह तेलंगणा, कर्नाटकात घरफोड्या करणार्‍या टोळीचा छडा  MSN",sangli crime msn,local_news,negative,-0.8885,neutral,0.0,negative,2025-11-26 14:42:25.604584
"Sangli Rain : जत पूर्व भागामध्ये पावसाने पिकांची हानी; हजारो हेक्टरमधील डाळिंब, बाजरी, तूर, भुईमूग उद्ध्वस्त - Saam Tv Sangli Rain : जत पूर्व भागामध्ये पावसाने पिकांची हानी; हजारो हेक्टरमधील डाळिंब, बाजरी, तूर, भुईमूग उद्ध्वस्त  Saam Tv Sangli Rain : जत पूर्व भागामध्ये पावसाने पिकांची हानी; हजारो हेक्टरमधील डाळिंब, बाजरी, तूर, भुईमूग उद्ध्वस्त  Saam Tv",sangli rain जत saam tv,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Kolhapur, Sangli Rain Update: कोल्हापूर, सांगलीत पावसाचे धुमशान खरीप पिकांचे मोठे नुकसान, छाटणी - ABP Majha Kolhapur, Sangli Rain Update: कोल्हापूर, सांगलीत पावसाचे धुमशान खरीप पिकांचे मोठे नुकसान, छाटणी  ABP Majha Kolhapur, Sangli Rain Update: कोल्हापूर, सांगलीत पावसाचे धुमशान खरीप पिकांचे मोठे नुकसान, छाटणी  ABP Majha",kolhapur sangli rain update abp majha,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli News: आरक्षित जागा, रस्ते, झोपडपट्टी क्षेत्र मोजणीसाठी एजन्सी - Pudhari News Sangli News: आरक्षित जागा, रस्ते, झोपडपट्टी क्षेत्र मोजणीसाठी एजन्सी  Pudhari News Sangli News: आरक्षित जागा, रस्ते, झोपडपट्टी क्षेत्र मोजणीसाठी एजन्सी  Pudhari News",sangli news pudhari,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर - MSN Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर  MSN Sangli News: रेल्वे, बांधकाम, महापालिका; सार्‍यांचे हात वर  MSN",sangli news वर msn,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli News: भूमापन पूर्ण; कोल्हापूर रस्ता होणार 35 मीटर रुंद - Pudhari News Sangli News: भूमापन पूर्ण; कोल्हापूर रस्ता होणार 35 मीटर रुंद  Pudhari News Sangli News: भूमापन पूर्ण; कोल्हापूर रस्ता होणार 35 मीटर रुंद  Pudhari News,sangli news pudhari,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"MAHARASHTRA RAINS: Sangli, Miraj मध्ये रात्रीपासून मुसळधार, अनेक ठिकाणी पाणी साचल्याने दैना - ABP Majha MAHARASHTRA RAINS: Sangli, Miraj मध्ये रात्रीपासून मुसळधार, अनेक ठिकाणी पाणी साचल्याने दैना  ABP Majha MAHARASHTRA RAINS: Sangli, Miraj मध्ये रात्रीपासून मुसळधार, अनेक ठिकाणी पाणी साचल्याने दैना  ABP Majha",maharashtra rain sangli miraj abp majha,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli Crime: 150 जणांवर गुन्हे; 35 नावे उघड, 13 जणांना अटक - Pudhari News Sangli Crime: 150 जणांवर गुन्हे; 35 नावे उघड, 13 जणांना अटक  Pudhari News Sangli Crime: 150 जणांवर गुन्हे; 35 नावे उघड, 13 जणांना अटक  Pudhari News",sangli crime उघड अटक pudhari news,local_news,negative,-0.8885,neutral,0.0,negative,2025-11-26 14:42:25.604584
Hyatt announces Hyatt Place Kolhapur Sangli at SL Highstreet - MediaBrief Hyatt announces Hyatt Place Kolhapur Sangli at SL Highstreet  MediaBrief Hyatt announces Hyatt Place Kolhapur Sangli at SL Highstreet  MediaBrief,hyatt announce place kolhapur sangli sl highstreet mediabrief,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Meeting held to review proposed airport at Kavalapur in Sangli dist - The Times of India Meeting held to review proposed airport at Kavalapur in Sangli dist  The Times of India Meeting held to review proposed airport at Kavalapur in Sangli dist  The Times of India,meeting hold review propose airport kavalapur sangli dist times india,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli woman held for Rs 2 lakh extortion bid - The Times of India Sangli woman held for Rs 2 lakh extortion bid  The Times of India Sangli woman held for Rs 2 lakh extortion bid  The Times of India,sangli woman hold lakh extortion bid times india,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
Sangli News: भूमापन पूर्ण; कोल्हापूर रस्ता होणार 35 मीटर रुंद - MSN Sangli News: भूमापन पूर्ण; कोल्हापूर रस्ता होणार 35 मीटर रुंद  MSN Sangli News: भूमापन पूर्ण; कोल्हापूर रस्ता होणार 35 मीटर रुंद  MSN,sangli news msn,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
"Sangli: भू-संपादनाचा मोबदला मिळाला नाही, पुणदी-जुनेखेड नदी पुलाकडे जाणारा रस्ता शेतकऱ्यांनी केला बंद - Lokmat.com Sangli: भू-संपादनाचा मोबदला मिळाला नाही, पुणदी-जुनेखेड नदी पुलाकडे जाणारा रस्ता शेतकऱ्यांनी केला बंद  Lokmat.com Sangli: भू-संपादनाचा मोबदला मिळाला नाही, पुणदी-जुनेखेड नदी पुलाकडे जाणारा रस्ता शेतकऱ्यांनी केला बंद  Lokmat.com",sangli,local_news,neutral,0.0,neutral,0.0,neutral,2025-11-26 14:42:25.604584
